id,track_name,track_artist,track_album_name,track_album_release_date,track_popularity,tempo,loudness,danceability
199,Runnin,"21 Savage, Metro Boomin",SAVAGE MODE II,2020-10-02,0.3125,0.5842576831709096,0.8693978370198941,0.8102016607354684
200,Armed & Dangerous,King Von,Welcome to O'Block,2020-10-30,0.125,0.8650916867747831,0.83141216787574,0.6642941874258599
201,Coffin,Lil Yachty,Lil Boat 3.5,2020-11-27,0.0625,0.5533317122138881,0.8603631670301305,0.930011862396204
202,Ready (feat. Gunna),"Lil Baby, Gunna",Street Gossip,2018-11-30,0.03125,0.1725806351047181,0.8470559437447149,0.7793594306049821
203,Russian Cream,Key Glock,Glock Bond,2018-02-02,0.03125,0.5031830056801534,0.8423160799323512,0.8671411625148279
204,Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",Scary Hours 2,2021-03-05,0.15625,0.5405872193436962,0.8298989719168632,0.524317912218268
205,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage","Honestly, Nevermind",2022-06-17,0.375,0.7271094816782329,0.8663491922203926,0.4661921708185053
206,"Crazy Story, Pt. 3",King Von,"Grandson, Vol. 1",2019-09-20,0.21875,0.671193330964005,0.8568027059504206,0.7034400948991696
207,Pure Cocaine,Lil Baby,Street Gossip,2018-11-30,0.28125,0.48474588952694503,0.8360852730428592,0.98220640569395
208,Ambition For Cash,Key Glock,Yellow Tape 2,2021-11-05,0.15625,0.6216806020588219,0.855779073390004,0.8362989323843415
209,family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",The Melodic Blue,2021-09-10,0.34375,0.5286595212709577,0.8498375539632383,0.6820877817319098
210,Glock In My Lap,"21 Savage, Metro Boomin",SAVAGE MODE II,2020-10-02,0.375,0.5033201773255271,0.8278962125595265,0.8434163701067615
211,3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",Just Cause Y'all Waited 2,2020-05-08,0.0,0.5843761495919144,0.7794071832302284,0.8422301304863581
212,Run It Up (feat. Offset & Moneybagg Yo),"Lil Tjay, Offset, Moneybagg Yo",Destined 2 Win,2021-04-02,0.09375,0.4409818995778855,0.8356402154078953,0.8825622775800711
213,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",KHALED KHALED,2021-04-30,0.0625,0.6282274305880302,0.8809915884106992,0.40450771055753254
214,Sticky,Drake,"Honestly, Nevermind",2022-06-17,0.0,0.5469532307040024,0.6456228581601318,0.8505338078291814
215,Mask Off,Future,FUTURE,2017-06-30,0.40625,0.6282274305880302,0.7754684231607993,0.826809015421115
216,On Me,Lil Baby,On Me,2020-12-04,0.0625,0.17874088899696355,0.8311006275312653,0.8540925266903913
217,N95,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,0.21875,0.5652157647630984,0.8481908407138725,0.7758007117437722
218,Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",SAVAGE MODE II,2020-10-02,0.21875,0.3034548549409852,0.8460100583025503,0.8173190984578884
219,Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",The Forever Story (Extended Version),2022-10-31,0.3125,0.16622709389399132,0.8126084827985225,0.5195729537366547
221,Imagina esse Cenário,"Matuê, Veigh",333,2024-09-09,0.21875,0.280728007332448,0.8847300725443945,0.5302491103202845
222,Yes Indeed,"Lil Baby, Drake",Harder Than Ever,2018-05-18,0.21875,0.44052050404344606,0.7640304419422316,0.9810201660735468
223,Wake Up & Bake Up,"Duki, Wiz Khalifa, Arcángel",AMERI,2024-10-31,0.125,0.6160378593741234,0.8461880813565357,0.7841043890865955
224,M4,"Teto, Matuê",M4,2021-01-20,0.0,0.44060156001571255,0.866393697983889,0.8825622775800711
225,Diablita (feat. Anuel AA & Baby Rasta),"Trap Capos, Noriel, Anuel AA, Baby Rasta",Trap Capos: Season 1,2016-10-07,0.0625,0.5025283228272324,0.8625216965597046,0.7959667852906287
227,Tessera sanitaria (feat. Nerissima Serpe & Papa V),"Night Skinny, Nerissima Serpe, Papa V",Containers,2024-10-10,0.03125,0.727265358547976,0.8708220214517781,0.4472123368920522
228,Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",Culture,2017-01-27,0.0625,0.48492670669584687,0.8529307045262362,0.9371293001186239
229,That Go! (feat. T-Shyne),"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",Slime Language 2,2021-04-16,0.125,0.6025888030526927,0.8219546931327607,0.6844602609727164
230,Me Acostumbre (feat. Bad Bunny),"Arcángel, Bad Bunny",Me Acostumbre (feat. Bad Bunny),2017-04-11,0.0,0.4659845494846712,0.8100271485157329,0.797153024911032
231,Like That,"Future, Metro Boomin, Kendrick Lamar",WE DON'T TRUST YOU,2024-03-22,0.46875,0.7027365743252092,0.8672615603720683,0.8042704626334518
232,Castlevania,Matuê,333,2024-09-09,0.0625,0.3782258718193325,0.9191107748453425,0.5693950177935942
233,We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",My Turn (Deluxe),2020-05-01,0.0625,0.5351876445757968,0.8584939249632828,0.9371293001186239
234,Brindis,"Duki, Headie One",AMERI,2024-10-31,0.15625,0.5346576632186706,0.8343495482665005,0.8481613285883748
235,Pa Ti,"Bad Bunny, Bryant Myers",Pa Ti,2017-01-02,0.125,0.49154212104774203,0.9040455739018204,0.7402135231316725
236,Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,"Trap Capos, Noriel, Bad Bunny, Almighty",Amigos y Enemigos (Remix),2017-02-06,0.0625,0.4096755890586909,0.8876229471716588,0.730723606168446
237,Tu Me Enamoraste - Remix,"Lary Over, Anuel, Bryant Myers, Almighty, Brytiago",Tu Me Enamoraste (Remix),2016-04-02,0.03125,0.44058285479134335,0.7739997329654191,0.6559905100830367
238,Nena Maldición (feat. Lenny Tavárez),"Paulo Londra, Lenny Tavárez",Homerun,2019-05-23,0.15625,0.4343041344780932,0.823534647736882,0.5100830367734281
239,PUFFIN ON ZOOTIEZ,Future,I NEVER LIKED YOU,2022-04-29,0.28125,0.4719141056096969,0.8432729538475233,0.8861209964412812
240,1993,Matuê,333,2024-09-09,0.15625,0.26654944726061996,0.9007521474030887,0.7319098457888493
241,Going Bad (feat. Drake),"Meek Mill, Drake",Championships,2018-11-30,0.1875,0.2288147746332218,0.8295429258088923,0.8932384341637011
242,Un Día Más,"Duki, YSY A",AMERI,2024-10-31,0.09375,0.2968456756638797,0.8440072989452134,0.6832740213523131
243,De las 2 (feat. Bad Bunny & Arcángel),"Trap Capos, Noriel, Bad Bunny, Arcángel",Trap Capos II,2018-04-13,0.03125,0.4416989331787036,0.8595843161689439,0.7212336892052194
244,Un Ratito Mas,"Bryant Myers, Bad Bunny",Un Ratito Mas,2017-06-05,0.0,0.5661198506076082,0.8808803240019583,0.4590747330960854
245,CANZONE D'ODIO (feat. Lil Baby),"Lazza, Lil Baby",LOCURA,2024-09-19,0.15625,0.3150084485263402,0.8786105300636433,0.6654804270462632
246,Deus Perdoa,"Filipe Ret, Dallass, Hunter",Deus Perdoa,2023-03-21,0.0,0.6093663293491207,0.8168810360941743,0.5587188612099643
247,Solo,Future,HNDRXX,2017-07-27,0.375,0.3844484764594753,0.8266055454181317,0.7686832740213523
249,Cómo Le Digo,"KHEA, Omar Varela, Asan",Cómo Le Digo,2018-04-10,0.0,0.5028774870154569,0.7832791846544128,0.65717674970344
250,Maturidade,"KayBlack, Wall Hein, AMUSIK",Maturidade,2022-09-08,0.0625,0.76778710960638,0.7494770572789177,0.6951364175563463
251,Problemas de um Milionário,"WIU, Teto",Problemas de um Milionário,2024-04-10,0.0625,0.5220316367694833,0.8491032088655481,0.9418742586002372
252,BOOKER T,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,0.125,0.4027733612664685,0.811228804130135,0.8861209964412812
253,SICKO MODE,Travis Scott,ASTROWORLD,2018-08-03,0.40625,0.6590661104979956,0.8885353153233344,0.8279952550415183
254,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",HEROES & VILLAINS,2022-12-02,0.4375,0.2410978719689743,0.8742489652409988,0.5183867141162514
255,Me Ama Me Odia,"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",Me Ama Me Odia,2016-09-01,0.09375,0.5405061633714296,0.7603587164537808,0.7105575326215895
256,Hm Hm hm,Youka,VENIN,2024-07-05,0.0,0.7604234862797181,0.8814588989274111,0.5112692763938315
257,Kese (Dance),Wizkid,Kese (Dance),2024-11-15,0.21875,0.428811033588348,0.8456540121945793,0.7568208778173191
258,Awuke,"Davido, YG Marley",Awuke,2024-10-31,0.25,0.40325969710006676,0.8683519515777294,0.7271648873072359
259,Favourite Girl (with Rema),"Darkoo, Rema",Favourite Girl (with Rema),2024-08-08,0.0,0.3163926351296585,0.8942988116961147,0.37841043890865955
260,Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",Piece of My Heart (feat. Brent Faiyaz),2024-10-18,0.28125,0.2736886078948518,0.8489474386933108,0.7129300118623961
261,PUSH 2 START,Tyla,TYLA +,2024-10-11,0.3125,0.27544689898555336,0.8931861676087054,0.6488730723606169
262,Fi Kan We Kan,"Bnxn, Rema",Fi Kan We Kan,2024-10-15,0.09375,0.5990285753477613,0.7958075570786417,0.4329774614472123
263,MMS,"Asake, Wizkid",Lungu Boy,2024-08-08,0.125,0.3275409488536816,0.8962570652899551,0.4341637010676156
265,Después De La 1,"Cris Mj, FloyyMenor, LOUKI",MJ,2024-09-12,0.5625,0.3159187694456396,0.8578930971560818,0.7935943060498221
267,Imagínate,"Danny Ocean, Kapo",Imagínate,2024-11-07,0.25,0.32807716528559766,0.8673283190173128,0.7627520759193357
268,Kamikaze (feat. Victor Mendivil),"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",Kamikaze (feat. Victor Mendivil),2024-11-14,0.125,0.29114058223128386,0.8408918955004674,0.8623962040332146
269,NEL,Fuerza Regida,PERO NO TE ENAMORES,2024-07-25,0.625,0.316267933633864,0.8302105122613379,0.65717674970344
271,DEPORTIVO,"Blessd, Anuel AA",DEPORTIVO,2024-11-14,0.125,0.2538922454374842,0.9074502648092928,0.8066429418742584
272,SEXO ES LA MODA,"Maria Becerra, Yandel",SEXO ES LA MODA,2024-10-31,0.1875,0.34727496056315205,0.8736036316703013,0.8446026097271647
274,Khé?,"Rauw Alejandro, Romeo Santos",Cosa Nuestra,2024-11-15,0.3125,0.6644095695927874,0.8604744314388714,0.6536180308422301
275,Ferxxoko,"Joyce Santana, Feid",Ferxxoko,2024-10-31,0.125,0.7639587736854905,0.8279629712047711,0.7319098457888493
276,Nueva Era,"Duki, Myke Towers",AMERI,2024-10-31,0.4375,0.32292699350928716,0.9007521474030887,0.49822064056939497
277,PELIGROSA,FloyyMenor,PELIGROSA,2024-07-12,0.40625,0.31621805303554623,0.771129111219903,0.7591933570581257
278,Morena Canela,Chino Pacas,Que Sigan Llegando Las Pacas (Extended),2024-10-18,0.34375,0.4401214592569039,0.8158351506520095,0.6192170818505338
280,DURO,Quevedo,DURO,2024-10-31,0.25,0.3412331730919113,0.8607414660198496,0.6773428232502965
281,PIÉNSALO,Junior H,$AD BOYZ 4 LIFE II,2023-10-05,0.5,0.30075506755703546,0.7976545462637412,0.6880189798339263
282,EN MI MUNDO,"Jasiel Nuñez, Peso Pluma",LA ODISEA,2024-11-07,0.21875,0.47202633695591195,0.7844808402688148,0.6619217081850532
283,Soltera,Shakira,Soltera,2024-09-25,0.5625,0.31656098214898093,0.8658151230584361,0.8362989323843415
285,SE ME OLVIDA,"Maisak, Feid",SE ME OLVIDA,2024-08-23,0.5,0.20413634861550173,0.8735813787885531,0.7710557532621589
286,Hecha Pa' Mí,Grupo Frontera,Hecha Pa' Mí,2024-10-03,0.4375,0.30724578041313605,0.8762294717165874,0.7188612099644127
287,SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",LA PANTERA NEGRA,2024-08-22,0.125,0.34107729622216826,0.870688504161289,0.7556346381969158
288,EL LOKERON,Tito Double P,INCÓMODO,2024-08-22,0.65625,0.4420855078156663,0.8115403444746095,0.6975088967971529
289,Ese Vato No Te Queda,"Carin Leon, Gabito Ballesteros",Ese Vato No Te Queda,2024-10-24,0.21875,0.4280378843144224,0.8901152699274557,0.7259786476868326
290,Cholo 7,"Fuerza Regida, Luis R Conriquez",Cholo 7,2024-10-31,0.21875,0.5405498088949579,0.8591392585339802,0.6583629893238433
291,KINTSUGI,HUMBE,KINTSUGI,2024-09-26,0.375,0.1882867885000281,0.7796742178112066,0.28113879003558717
292,UWAIE,Kapo,UWAIE,2024-08-15,0.5625,0.3347985759089181,0.8647469847345232,0.6749703440094899
293,IA,"Clarent, Mora",IA,2024-10-17,0.375,0.3904715587063468,0.8418487694156394,0.6761565836298932
294,Siento que merezco más,LATIN MAFIA,TODOS LOS DÍAS TODO EL DÍA,2024-10-24,0.15625,0.6653947114095635,0.758712003204415,0.49110320284697506
295,AY MAMÁ,"Tito Double P, Grupo Frontera",INCÓMODO,2024-08-22,0.53125,0.620689225167256,0.831056121767769,0.6287069988137604
296,En Otra Vida,"Yami Safdie, Lasso",En Otra Vida,2024-10-10,0.34375,0.8447216974367608,0.7122924918776983,0.3831553973902728
297,No Son Doritos,"Clave Especial, Luis R Conriquez",No Son Doritos,2024-08-23,0.40625,0.5654589326798976,0.868307445814233,0.767497034400949
298,Frente al Mar,Beéle,Frente al Mar,2024-09-26,0.34375,0.3163115791573921,0.8860652454492858,0.7283511269276394
299,Soltera - W Sound 01,"W Sound, Blessd, Ovy On The Drums",Soltera (W Sound 01),2024-08-06,0.4375,0.9395758902128035,0.8788998175263697,0.7093712930011862
300,DOS DÍAS,"Tito Double P, Peso Pluma",INCÓMODO,2024-08-22,0.625,0.37803258450085125,0.7683252481196315,0.7224199288256227
301,NO PIERDO LA VIDA,"Calle 24, Chuyin",NO PIERDO LA VIDA,2024-09-06,0.28125,0.47194528098364547,0.8743157238862433,0.7247924080664293
302,Como Pacman,"Alemán, Gera MX",Como Pacman,2024-10-31,0.0,0.7218034330321794,0.8860429925675375,0.7983392645314353
303,Rey Sin Reina,Julión Álvarez y su Norteño Banda,Atento Aviso ... Rey Sin Reina,2024-09-05,0.53125,0.7503787807934759,0.8240464640170903,0.4661921708185053
304,JACKPOT,"Belinda, Kenia OS",JACKPOT,2024-10-24,0.15625,0.459549952301678,0.8611197650095688,0.7437722419928825
305,noviogangsta <3,Emilia,noviogangsta <3,2024-10-12,0.28125,0.4964304196828842,0.8761627130713427,0.8066429418742584
306,Bandoleros,"Don Omar, Tego Calderón",The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),2006-06-20,0.0,0.2576145850869482,0.8529974631714807,0.6239620403321471
307,Rucón,Alemán,Eclipse,2018-05-16,0.03125,0.7025931676050456,0.7760692509680004,0.863582443653618
308,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",2021-07-30,0.0625,0.19767681113334962,0.8477012773154124,0.6927639383155396
309,"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",2021-08-05,0.0,0.2097229756270927,0.8411589300814456,0.553973902728351
310,Shayad,"Pritam, Arijit Singh",Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,0.15625,0.5397704245462425,0.8011259958164583,0.41162514827995245
311,Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",Tamasha,2015-10-16,0.0625,0.45902620601934124,0.7766033201299569,0.505338078291815
312,Khairiyat,"Pritam, Arijit Singh",Chhichhore,2019-08-31,0.09375,0.4714277697760986,0.7705505362944503,0.47212336892052187
313,505,Arctic Monkeys,Favourite Worst Nightmare,2007-04-22,0.5,0.5671486379479123,0.8416262405981575,0.4626334519572953
314,Heads Will Roll,Yeah Yeah Yeahs,It's Blitz!,2009-01-01,0.0,0.5156656254091767,0.8719346655391874,0.505338078291815
315,Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",Random Access Memories,2013-05-20,0.1875,0.37807623002437923,0.759424095420357,0.7580071174377224
316,Are You Gonna Be My Girl,Jet,Get Born,2003,0.125,0.34791717326649346,0.8954337086652722,0.557532621589561
317,Time to Pretend,MGMT,Oracular Spectacular,2007-12-14,0.15625,0.32225984050678697,0.898882905336241,0.35824436536180304
318,Feel It Still,Portugal. The Man,Woodstock,2017-06-16,0.40625,0.18532512797491013,0.8573590279941253,0.7888493475682088
319,misses,Dominic Fike,14 minutes,2024-05-03,0.375,0.4404456831459694,0.8325693177266457,0.524317912218268
321,Wasted Summers,juju<3,Wasted Summers,2023-07-12,0.3125,0.34004227380707436,0.7904446125773288,0.5895610913404508
322,Feel It - From The Original Series “Invincible”,d4vd,Feel It (From The Original Series “Invincible”),2024-03-28,0.3125,0.44396226532737276,0.8406916195647337,0.5088967971530248
323,The Adults Are Talking,The Strokes,The New Abnormal,2020-04-10,0.28125,0.7211113397305202,0.8450086786238818,0.5421115065243178
324,3 Nights,Dominic Fike,"Don't Forget About Me, Demos",2018-10-16,0.28125,0.6396313823784316,0.8244470158885576,0.8054567022538551
325,This Charming Man - 2011 Remaster,The Smiths,The Smiths,1984-02-20,0.28125,0.34047872904235504,0.839890515821799,0.5634638196915777
326,Oysters In My Pocket,Royel Otis,Oysters In My Pocket,2022-03-10,0.25,0.7401781984374904,0.8604966843206195,0.5480427046263344
327,Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,2007-04-22,0.25,0.3912571781298518,0.8515287729761005,0.6144721233689205
328,You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,1998-01-01,0.1875,0.4031724060530107,0.851105968222885,0.5753262158956108
329,THE SHADE,Rex Orange County,WHO CARES?,2022-03-11,0.1875,0.4399718174619505,0.7937602919578086,0.9039145907473308
331,Vampire Empire,Big Thief,Vampire Empire,2023-07-19,0.15625,0.5110703752891517,0.7976767991454894,0.5931198102016607
332,Her,The American Dawn,Her,2024-07-26,0.15625,0.3347299900862311,0.7998353286750635,0.6215895610913404
333,Not Strong Enough,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",the record,2023-03-31,0.125,0.48428449399250556,0.8396902398860653,0.4341637010676156
334,Hell N Back,Bakar,Hell N Back,2019-08-15,0.09375,1.0000000000000002,0.8751835862744226,0.5895610913404508
335,Ghostride,Crumb,Jinx,2019-06-14,0.09375,0.23538654346158888,0.7614713605411901,0.627520759193357
336,Someday,The Strokes,Is This It,2001-07-30,0.03125,0.35371579282093496,0.8051760202946282,0.47805456702253857
337,Metamodernity,Vansire,Metamodernity,2019-06-11,0.03125,0.4530592394455773,0.7469402287596244,0.8149466192170817
338,Breezeblocks,alt-J,An Awesome Wave,2012-09-18,0.0,0.6284207179065113,0.8087587342560862,0.5682087781731909
339,ROCKMAN,Mk.gee,ROCKMAN,2024-10-18,0.0,0.5281669503625699,0.7538386221015623,0.7651245551601423
340,The Gambler,Kenny Rogers,The Gambler,1978-11-20,0.15625,0.23556736063049083,0.6792469624816415,0.631079478054567
341,Amarillo By Morning,George Strait,Strait From The Heart,1982-01-01,0.0625,0.44739155646171985,0.6144465708309227,0.557532621589561
342,Mammas Don't Let Your Babies Grow up to Be Cowboys,"Waylon Jennings, Willie Nelson",Waylon & Willie,1978-01-01,0.0,0.8629717613462777,0.650785526725711,0.2692763938315539
343,Open Arms (feat. Travis Scott),"SZA, Travis Scott",SOS,2022-12-08,0.375,0.18053035546161383,0.8017935822689038,0.35349940688018977
344,Pink + White,Frank Ocean,Blonde,2016-08-20,0.59375,0.689817499360905,0.8073568027059504,0.4851720047449585
345,Best Part (feat. H.E.R.),"Daniel Caesar, H.E.R.",Freudian,2017-08-25,0.5,0.16170666467144273,0.7440028483688639,0.4602609727164887
346,My Boo,"USHER, Alicia Keys",Confessions (Expanded Edition),2004-03-23,0.34375,0.23136492022221816,0.7878632782945392,0.6239620403321471
347,Sure Thing,Miguel,All I Want Is You,2010-11-26,0.53125,0.19762693053503183,0.7903333481685879,0.6500593119810202
348,Snooze,SZA,SOS,2022-12-09,0.5625,0.5842452130213305,0.8102719302149629,0.501779359430605
349,If I Ain't Got You,Alicia Keys,The Diary Of Alicia Keys,2003-12-02,0.40625,0.4308249627454282,0.7680359606569052,0.561091340450771
350,Poison,Brent Faiyaz,Poison,2016-08-03,0.3125,0.42513233946241197,0.7463839067159197,0.6559905100830367
351,Family Affair,Mary J. Blige,No More Drama,2001-08-28,0.3125,0.27173702948566875,0.8877342115803997,0.9193357058125741
352,With You,Chris Brown,Exclusive (Expanded Edition),2007-11-06,0.1875,0.2288521850819601,0.8755396323823936,0.6239620403321471
353,Broken Clocks,SZA,Ctrl,2017-06-09,0.375,0.3965944021498539,0.8073122969424541,0.6595492289442466
354,Girl With The Tattoo Enter.lewd,Miguel,All I Want Is You,2010-11-26,0.34375,0.399955107461514,0.7194134140371178,0.27995255041518385
355,Best Time,Brent Faiyaz,Larger Than Life,2023-10-27,0.375,0.27241041756295875,0.8106279763229338,0.7995255041518387
